ticker, buy date, sell date, buy price, sell price, % change, days in trade
BA,2000-02-23,2000-07-11,38.300625,43.0625,12.432891108173827,96
BA,2000-07-12,2000-08-09,43.869375,48.5625,10.69795272898235,20
BA,2001-06-28,2002-01-09,57.123000000000005,40.39,-29.292929292929294,130
BA,2002-01-10,2002-02-20,39.699,43.8,10.330235018514312,27
BA,2003-02-28,2003-06-10,27.72,33.81,21.969696969696972,70
BA,2003-06-11,2003-06-19,33.9669,35.45,4.366309554301395,6
BA,2004-03-18,2004-06-01,39.3525,45.9,16.638078902229836,51
BA,2004-06-02,2004-06-04,46.7478,46.3,-0.9579060404981687,2
BA,2005-01-06,2005-03-14,50.1732,57.5,14.603015155501332,45
BA,2007-11-26,2008-05-01,89.595,84.86,-5.284893130196999,108
BA,2008-05-02,2008-05-08,85.45679999999999,84.71,-0.8738918377472538,4
BA,2008-06-13,2009-05-08,74.0124,43.96,-40.60454734612038,227
BA,2009-05-11,2009-05-12,44.807399999999994,44.54,-0.5967764253225871,1
BA,2010-11-16,2011-01-11,62.7165,69.47,10.768298613602468,38
BA,2011-01-12,2011-01-14,68.904,69.55,0.93753628236386,2
BA,2011-08-10,2012-10-22,60.3108,73.8,22.36614337730556,303
BA,2012-10-23,2013-03-22,72.2601,84.52,16.9663479568946,101
BA,2014-02-10,2014-06-11,127.67040990000001,135.25,5.93684167375732,84
BA,2014-06-27,2014-12-02,126.78930989999999,132.5,4.504078541403911,109
BA,2014-12-03,2015-02-26,131.32349010000001,152.31,15.980773800649995,57
BA,2015-02-27,2015-10-29,149.49,147.53999,-1.304441768680198,170
BA,2015-10-30,2016-03-24,145.9259901,131.61,-9.810445754172747,99
BA,2016-03-28,2016-04-29,131.2047,134.42,2.4505981874124894,24
BA,2018-11-27,2019-03-06,312.12719999999996,429.70001,37.668235898697745,66
BA,2019-05-15,2020-06-11,336.4019901,179.41,-46.66797305608449,271
CAT,1999-12-01,2000-11-24,22.955625,18.90625,-17.64001197963463,249
CAT,2000-11-27,2000-11-29,19.243125,19.5,1.3348923316768957,2
CAT,2001-09-19,2002-03-01,22.69575,27.7,22.049282354625866,112
CAT,2002-03-04,2002-03-14,27.918,28.84,3.30252883444373,8
CAT,2002-06-19,2002-11-27,24.156,23.625,-2.1982116244411265,113
CAT,2002-11-29,2002-12-03,24.651,24.485,-0.6734006734006703,2
CAT,2004-08-09,2004-10-06,35.02125,40.185,14.744619338258925,41
CAT,2005-04-20,2005-06-17,44.5005,49.5,11.234705228031139,41
CAT,2005-10-25,2005-11-25,49.9257,58.02,16.212692060401768,22
CAT,2006-06-12,2007-02-06,67.71600000000001,64.5,-4.749246854510025,164
CAT,2007-02-07,2007-02-12,64.251,64.75,0.7766416086909089,3
CAT,2008-01-15,2008-04-22,65.6964,83.14,26.551835412594915,67
CAT,2008-04-23,2009-05-08,81.675,38.49,-52.87419651056015,263
CAT,2009-05-11,2009-07-23,38.3625,38.76,1.036168132942339,51
CAT,2009-07-24,2009-08-12,40.5207,45.9,13.27543699886724,13
CAT,2011-08-08,2011-11-01,85.3677,90.0,5.426291208501577,60
CAT,2011-11-02,2012-02-13,92.0997,112.7,22.367390990415824,69
CAT,2012-05-22,2012-12-21,91.8324,87.5,-4.717724898837449,147
CAT,2012-12-24,2013-01-09,86.6349,94.1,8.616735287972844,10
CAT,2013-02-27,2013-10-24,89.1594,83.32,-6.5493935580544616,167
CAT,2013-10-25,2014-01-03,83.4768,90.0,7.814386751768154,47
CAT,2014-08-05,2015-05-01,100.0989,87.69,-12.39663972331364,186
CAT,2015-05-04,2016-03-09,86.8527,72.33,-16.721069120476393,214
CAT,2016-03-10,2016-03-21,71.3097,75.53,5.918269183575298,7
CAT,2018-07-06,2018-09-27,133.7589,153.02,14.39986423333326,58
CAT,2018-11-01,2019-06-26,121.36410000000001,134.25999,10.625786373400349,161
CAT,2019-06-27,2019-07-03,134.343,136.44,1.5609298586454212,4
CAT,2019-08-14,2019-10-25,115.4142,135.0,16.970008889720688,51
CAT,2019-10-28,2019-11-01,138.5703,139.37,0.5771077929397572,4
CAT,2020-01-29,2020-06-10,136.2141,133.45,-2.0292319223927713,92
CVX,2000-02-08,2000-04-05,39.661875,44.8125,12.986337635323597,40
CVX,2000-04-06,2001-03-14,43.56,44.575,2.3301193755739247,235
CVX,2001-03-15,2001-04-30,44.31735,48.745,9.990782391095143,31
CVX,2001-07-02,2002-03-21,44.79255,44.925,0.29569649417147126,177
CVX,2002-03-22,2003-05-30,44.55,35.175,-21.04377104377104,299
CVX,2003-06-02,2003-06-18,35.3925,37.155,4.9798686162322525,12
CVX,2005-04-19,2005-06-23,52.272,57.85,10.671104989286807,46
CVX,2007-03-07,2007-04-02,67.122,74.05,10.321504126813853,18
CVX,2008-01-22,2008-04-22,77.4477,92.49,19.42252642751172,63
CVX,2008-04-23,2008-04-25,93.3075,92.66,-0.6939420732524293,2
CVX,2008-07-22,2009-10-26,85.6548,76.96,-10.15097811214316,319
CVX,2009-10-27,2010-04-08,75.06179999999999,76.93,2.4888824941581733,111
CVX,2010-04-09,2010-04-23,77.2596,81.04,4.89311360659388,10
CVX,2010-07-08,2010-08-12,69.4782,76.41,9.9769424078344,25
CVX,2011-08-08,2011-11-01,93.3372,101.47,8.713353303934547,60
CVX,2011-11-02,2012-08-14,102.92039999999999,113.7,10.473725325591454,196
CVX,2012-08-15,2012-08-20,111.00869999999999,112.69,1.5145659754595808,3
CVX,2012-11-19,2013-01-24,102.6333,115.49,12.526830960321833,44
CVX,2013-08-23,2013-09-20,117.5031,125.66,6.941859406262463,19
CVX,2013-10-14,2014-04-28,116.1567,124.26,6.976179591878906,134
CVX,2014-04-29,2014-05-02,124.6608,123.9,-0.6102960994955775,3
CVX,2014-10-07,2015-10-13,116.2953,87.8,-24.50253793575493,256
CVX,2015-10-14,2015-10-20,87.3477,89.5,2.4640603015305462,4
CVX,2017-02-03,2017-08-04,111.2859,109.43,-1.6676865622688886,126
CVX,2018-02-07,2018-05-16,116.226,129.28999,11.24016140966737,68
CVX,2018-05-17,2018-05-21,127.47239009999998,128.78999,1.0336355182219314,2
CVX,2018-10-26,2019-03-08,109.52369999999999,120.1,9.656631395761828,89
CVX,2019-03-11,2019-03-20,121.6413,125.04,2.7940345918697096,7
CSCO,2000-12-22,2001-11-19,40.033125,20.14,-49.69166159274351,224
CSCO,2001-11-20,2001-11-21,20.3841,19.61,-3.7975677120893225,1
CSCO,2002-02-25,2002-11-25,15.206399999999999,15.0,-1.3573232323232265,191
CSCO,2002-11-26,2003-01-16,14.751,15.08,2.2303572639143177,34
CSCO,2004-08-17,2005-06-01,18.2061,19.4,6.557692202064147,199
CSCO,2005-06-02,2006-01-17,19.3743,18.7,-3.4803838074149884,157
CSCO,2006-01-18,2006-03-08,18.215999999999998,20.71,13.691260430390884,34
CSCO,2006-07-18,2006-08-18,17.849700000000002,20.82,16.640615808669047,23
CSCO,2006-08-21,2006-08-24,20.4039,21.31,4.440817686814769,3
CSCO,2008-01-10,2009-08-06,25.7994,22.04,-14.571656705194691,396
CSCO,2009-08-07,2009-08-10,22.265099999999997,21.98,-1.2804793151613758,1
CSCO,2010-05-28,2010-10-15,23.2848,23.24,-0.19240019240019945,97
CSCO,2010-10-18,2010-10-20,23.116500000000002,22.91,-0.8933013215668528,2
CSCO,2010-12-07,2011-11-02,19.503,17.74,-9.039634927959806,229
CSCO,2011-11-03,2012-02-10,17.8002,19.79,11.178526083976582,67
CSCO,2012-05-30,2012-08-31,16.2954,19.1,17.210992059108698,66
CSCO,2012-09-04,2012-09-10,18.800099999999997,19.43,3.3505140930101485,4
CSCO,2012-10-31,2012-12-10,17.2062,19.35,12.459462286850108,27
CSCO,2012-12-11,2012-12-24,19.651500000000002,19.87,1.1118744116225265,9
CSCO,2013-09-05,2014-04-03,23.5719,23.05,-2.214076930582598,145
CSCO,2014-04-04,2014-05-21,23.0472,24.22,5.088687562914362,32
CSCO,2014-10-20,2014-12-09,22.671,26.95,18.87433284813198,35
CSCO,2015-07-02,2015-10-22,27.0963,28.56,5.401844532279321,78
CSCO,2015-10-23,2015-10-27,28.7298,28.72,-0.03411092315297459,2
CSCO,2015-11-17,2016-03-22,26.532,28.2,6.286748077792859,85
CSCO,2016-03-23,2016-07-29,27.977400000000003,30.6,9.373994724313196,89
CSCO,2017-05-23,2017-09-28,31.511699999999998,33.22,5.421161029078103,89
CSCO,2018-10-15,2019-03-08,45.064800000000005,50.72,12.549040492801456,98
CSCO,2019-03-11,2019-03-25,50.6286,52.7,4.0913633795917725,10
KO,2000-02-29,2001-08-22,24.162187499999998,24.155,-0.02974689274304332,374
KO,2001-08-23,2001-08-28,23.9976,24.255,1.0726072607260662,3
KO,2002-07-16,2003-06-11,25.26975,23.19,-8.230196183183436,228
KO,2003-06-12,2003-06-18,23.02245,23.355,1.444459646996732,4
KO,2004-08-12,2005-05-11,21.997799999999998,22.065,0.30548509396395307,188
KO,2005-05-12,2005-05-24,21.864150000000002,22.385,2.3822101476618007,8
KO,2005-06-28,2006-05-12,21.131549999999997,21.64,2.4061178664130267,220
KO,2006-05-15,2006-05-31,21.37905,21.85,2.2028574702804837,11
KO,2007-03-01,2007-04-12,22.9779,24.825,8.038593605159727,29
KO,2007-04-13,2007-05-11,24.893549999999998,26.225,5.348574229067382,20
KO,2008-05-16,2009-05-22,28.2447,23.335,-17.382730211331687,256
KO,2009-05-26,2009-05-27,23.265,23.565,1.2894906511927928,1
KO,2010-02-10,2010-07-29,27.027,27.54,1.8981018981018893,117
KO,2010-07-30,2010-08-12,27.08145,27.765,2.5240524418005617,9
KO,2012-09-04,2013-02-11,37.144800000000004,38.71,4.213779586913913,108
KO,2013-02-12,2013-03-25,37.728899999999996,40.11,6.311077184863612,28
KO,2013-08-29,2014-04-30,38.0853,40.69,6.839121655861979,167
KO,2014-05-01,2014-06-23,40.3821,41.46,2.6692519705513007,36
KO,2014-08-07,2014-10-10,39.5604,43.88,10.918999807888706,45
KO,2014-12-18,2015-08-07,41.4414,41.81,0.8894487155356678,159
KO,2015-08-27,2015-10-14,38.6694,41.56,7.475161238602102,33
KO,2016-07-29,2017-04-20,43.2828,43.2,-0.19130000831738547,182
KO,2017-04-21,2017-05-10,42.5502,43.48,2.1851836184083817,13
KO,2018-02-13,2018-08-03,43.4808,46.23,6.322790749020246,119
KO,2018-12-27,2019-04-25,46.272600000000004,47.74,3.1712071506679873,81
KO,2019-04-26,2019-05-02,47.5101,48.53,2.1467014382205107,4
DIS,2000-11-13,2001-05-24,30.580882199999998,32.66301,6.808592984279582,132
DIS,2001-05-25,2003-06-10,32.238726299999996,20.2923,-37.05613611664303,509
DIS,2003-06-11,2003-11-11,20.3628447,22.73882,11.668189464706757,107
DIS,2004-05-12,2004-10-13,22.4528337,24.49479,9.094425796241467,106
DIS,2004-10-14,2004-10-15,24.4256463,24.48493,0.24271087557670157,1
DIS,2005-06-29,2005-11-21,25.1581176,24.71182,-1.7739705612951018,101
DIS,2005-11-22,2006-03-01,24.3377442,27.622,13.494495516967419,66
DIS,2007-06-15,2008-05-12,33.759,34.15,1.1582096626084892,228
DIS,2008-05-13,2008-05-14,34.2342,34.5,0.7764165658902478,1
DIS,2008-07-17,2009-05-12,30.195,24.9,-17.536015896671643,206
DIS,2009-05-13,2009-07-28,23.6511,26.57,12.341497858450555,52
DIS,2011-06-10,2012-01-12,38.7585,38.62,-0.3573409703677921,149
DIS,2012-01-13,2012-02-16,38.0853,41.23,8.2569915426687,23
DIS,2012-11-13,2013-01-31,46.8072,53.84,15.025038882906916,53
DIS,2014-10-20,2015-02-10,83.38770000000001,101.96,22.27222959741062,77
DIS,2015-08-10,2015-11-05,108.9,113.26,4.003673094582183,62
DIS,2015-11-06,2015-11-12,113.454,115.6,1.891515504080954,4
DIS,2016-01-13,2016-04-29,100.8612,103.95,3.062426383981154,74
DIS,2016-05-02,2016-11-21,102.267,98.11,-4.064849853814034,142
DIS,2016-11-22,2016-12-01,96.426,99.13,2.8042229274262143,6
DIS,2017-05-22,2017-08-03,106.57350000000001,108.52,1.8264390303405431,51
DIS,2017-08-04,2017-11-15,107.1477,102.75,-4.104334484081318,72
DIS,2017-11-16,2017-12-06,102.5937,107.17,4.460605280831098,13
DIS,2018-12-27,2019-05-03,103.3659,135.22,30.81683611326367,87
DOW,2020-01-30,2020-06-11,47.8269,41.1,-14.065097256982995,92
GS,2000-05-31,2000-07-18,71.28,102.0,43.0976430976431,33
GS,2001-03-14,2001-11-16,84.051,88.6,5.412190217843915,169
GS,2001-11-19,2003-04-17,87.8625,75.2,-14.411722862427078,354
GS,2003-04-21,2003-04-25,75.339,77.23,2.5099881867293172,4
GS,2004-05-14,2004-11-09,93.17880000000001,100.22,7.556654517980466,123
GS,2007-03-07,2007-04-25,195.5052,221.89999,13.500812254610107,34
GS,2007-07-26,2007-10-12,196.02,230.67,17.676767676767668,55
GS,2007-10-15,2008-05-06,230.9175,194.60001,-15.727474097892102,140
GS,2008-05-07,2009-07-28,195.6240099,162.3,-17.034723864946187,308
GS,2009-07-29,2009-08-07,157.6179099,168.3,6.7772057799632135,7
GS,2010-04-28,2010-08-09,155.0934,155.92999,0.5394104455766602,71
GS,2010-09-01,2010-11-01,137.6198901,161.77,17.548415336221822,42
GS,2011-05-31,2012-01-31,139.4118099,110.69,-20.602135443619986,169
GS,2012-02-01,2012-02-03,111.48389999999999,115.61,3.7010725315494097,2
GS,2012-05-30,2012-09-21,95.7132,118.36,23.66110421551051,80
GS,2012-09-24,2012-10-17,115.17660000000001,123.32,7.070359777940993,17
GS,2014-02-05,2014-06-25,158.9841,167.82001,5.557731873816296,97
GS,2014-06-26,2014-07-29,165.33,176.17,6.556583802092764,22
GS,2015-01-22,2015-05-27,177.0219,206.89,16.872545148368644,86
GS,2015-08-28,2016-09-02,185.7141,168.52,-9.258370796832327,256
GS,2016-09-06,2016-09-12,167.0328,167.00999,-0.013656000498118992,4
GS,2017-03-29,2017-10-10,227.09609999999998,242.8,6.915090131446577,135
GS,2017-10-11,2017-12-14,239.57999999999998,257.13,7.32531930879039,45
GS,2018-05-31,2019-01-23,225.0666,197.55,-12.225981109591554,162
GS,2019-01-24,2019-07-03,194.2578,207.3,6.713861682774125,111
GS,2019-07-05,2019-07-09,204.7914,203.75,-0.508517447510004,2
GS,2020-03-03,2020-06-10,206.91,217.73,5.229326760427244,69
HD,2000-05-31,2001-05-23,46.2825,52.85,14.190028628531316,247
HD,2001-05-24,2003-03-25,51.975,24.35,-53.15055315055315,457
HD,2003-03-26,2003-04-25,24.8985,27.65,11.05086651806333,21
HD,2003-12-12,2004-08-24,34.402499999999996,36.19,5.195843325339733,174
HD,2004-08-25,2004-09-09,35.8578,37.25,3.8825583276163034,10
HD,2005-03-28,2005-07-22,37.916999999999994,43.22,13.985811113748458,82
HD,2006-07-20,2006-09-19,34.174800000000005,36.7,7.389070309116663,42
HD,2007-03-07,2008-01-25,38.3229,29.61,-22.735492355745514,224
HD,2008-01-28,2008-09-05,28.2249,28.32,0.3369365347618558,154
HD,2008-09-08,2008-09-10,29.502,29.34,-0.5491153142159866,2
HD,2008-10-14,2009-04-15,22.423499999999997,25.22,12.471291279238317,125
HD,2010-06-28,2010-09-23,29.848499999999998,30.61,2.551216979077675,61
HD,2010-09-24,2010-10-13,30.9573,31.63,2.1729931227852495,13
HD,2011-06-15,2011-12-09,34.0065,40.12,17.97744548836251,124
HD,2011-12-12,2011-12-23,39.4515,41.98,6.409135267353561,9
HD,2012-05-22,2012-08-28,47.5101,56.24,18.374829773037725,68
HD,2013-08-23,2014-01-03,73.4085,81.91,11.581083934421743,91
HD,2014-02-07,2014-03-04,75.4083,82.89,9.921586881019739,16
HD,2015-05-04,2015-08-21,108.8406,119.54,9.830339046275016,77
HD,2016-01-20,2016-04-08,116.7111,134.62,15.344641597928565,55
HD,2016-04-11,2016-04-20,132.2442,135.75,2.651004732154605,7
HD,2016-06-16,2016-12-16,124.78949999999999,136.11,9.071676703568832,128
HD,2016-12-19,2016-12-22,133.7094,136.25,1.9000907939157763,3
HD,2018-10-15,2019-02-21,190.43640000000002,191.85001,0.7423003165361042,87
HD,2019-02-22,2019-04-03,189.7731,194.98,2.7437502996999985,28
HD,2019-11-26,2020-01-27,216.57239009999998,228.2,5.3689253254447955,40
HD,2020-03-03,2020-06-11,227.7297,248.4101,9.081116780112563,70
HON,2000-02-01,2000-11-06,45.3041226,49.33687,8.901502045643861,194
HON,2000-11-07,2000-11-09,49.669359299999996,50.52858,1.7298807798392657,2
HON,2001-03-14,2001-05-23,38.2253553,50.14724,31.188420896116575,49
HON,2001-05-24,2002-03-06,48.711366,36.60939,-24.844255034851624,192
HON,2002-03-07,2002-03-14,37.6590456,38.40173,1.9721275145645256,5
HON,2002-07-19,2003-06-10,29.9667852,26.09372,-12.924526852483332,224
HON,2003-06-11,2003-06-20,25.9082901,27.06616,4.469109676983285,7
HON,2004-03-15,2004-06-22,31.1465781,34.56918,10.988693168833219,68
HON,2004-06-23,2004-06-25,34.6859667,35.16027,1.3674213093215926,2
HON,2004-10-27,2005-02-08,31.2692787,35.84669,14.638685285695452,71
HON,2005-10-25,2006-02-22,32.6850381,39.73644,21.573791281583365,81
HON,2006-02-23,2006-02-24,39.3107616,39.34556,0.08852130710181871,1
HON,2006-06-16,2006-10-02,36.7435332,38.84981,5.732374152848196,74
HON,2006-10-03,2006-10-09,39.037046399999994,40.07012,2.646392837753231,4
HON,2008-06-10,2009-01-08,51.3635463,32.62431,-36.48353287475402,147
HON,2009-01-09,2009-08-06,32.996502,33.84462,2.5703270001165457,144
HON,2009-08-07,2009-08-11,33.8553864,34.12109,0.784819280633009,2
HON,2010-02-10,2010-03-18,35.601489,40.91862,14.93513656128258,25
HON,2011-08-15,2012-02-08,44.4546729,57.26891,28.825399590331923,122
HON,2012-02-09,2012-09-19,56.5074477,58.44155,3.4227387339598403,154
HON,2012-09-20,2013-01-09,57.338028,62.97006,9.822507324458375,74
HON,2014-08-08,2014-12-02,85.992885,92.92493,8.061184364264552,80
HON,2014-12-03,2016-03-24,92.62804320000001,106.2149,14.6681893847888,328
HON,2016-03-28,2016-04-21,105.2565723,109.93304,4.442922278212924,18
HON,2016-09-13,2016-12-15,106.4929932,111.47724,4.680351871262833,66
HON,2016-12-16,2017-03-15,107.8289982,121.0809,12.289738401742834,59
HON,2018-02-12,2018-07-31,141.41881709999998,150.99411,6.770876108537349,117
HON,2018-08-01,2018-09-10,151.74245789999998,156.79272,3.3281799767130416,27
HON,2018-10-15,2019-03-05,149.3921583,154.50999,3.425769972291759,95
HON,2019-03-06,2019-03-21,152.5590099,156.37,2.4980432833813238,11
HON,2019-08-07,2019-11-08,161.3304099,179.66,11.36152205362988,66
HON,2020-03-02,2020-06-10,161.4591,156.95061,-2.792341837654233,70
IBM,2000-10-27,2001-01-23,92.07,109.5625,18.999131095905298,58
IBM,2001-07-12,2001-10-30,104.84100000000001,107.8,2.8223691113209437,73
IBM,2001-10-31,2001-11-15,108.50399999999999,114.1,5.15741355157413,11
IBM,2002-01-25,2002-08-21,107.41499999999999,81.9,-23.75366568914955,144
IBM,2002-08-22,2002-11-06,80.1405,80.8,0.8229297296622695,53
IBM,2002-11-07,2003-09-08,79.2,88.45,11.679292929292927,208
IBM,2004-03-15,2004-11-22,91.67399999999999,94.3,2.8644981128782554,175
IBM,2004-11-23,2004-11-29,93.753,94.94,1.2660928183631404,3
IBM,2005-01-26,2005-07-19,91.377,84.72,-7.285203059850942,120
IBM,2005-07-20,2005-07-29,82.368,83.3,1.1315073815073795,7
IBM,2006-06-12,2006-08-22,76.85369999999999,79.28,3.1570373319697254,50
IBM,2006-08-23,2006-09-01,78.1605,81.13,3.799233628239329,7
IBM,2007-03-07,2007-04-27,93.0303,100.3,7.814335759424629,36
IBM,2007-11-14,2008-04-22,105.0588,123.87,17.905401546562505,108
IBM,2008-04-23,2009-08-06,122.45309999999999,118.31,-3.383417814657197,325
IBM,2009-08-07,2009-08-11,116.9289,118.03,0.9416833648482115,2
IBM,2012-06-07,2012-09-20,193.3272,205.85001,6.477521011011378,73
IBM,2012-09-21,2012-10-09,205.28640000000001,209.95,2.271753024067835,12
IBM,2012-10-23,2013-01-30,191.5947,203.69,6.312961684221952,65
IBM,2013-01-31,2013-02-05,201.2868099,204.31,1.5019315480740758,3
IBM,2013-04-24,2015-05-01,190.23839999999998,173.2,-8.956341096224529,509
IBM,2015-05-04,2016-03-24,172.7253,144.98,-16.063251880297802,225
IBM,2016-03-28,2016-03-31,146.2725,149.78999,2.404751405766614,3
IBM,2017-04-18,2017-10-25,169.0820901,156.00999,-7.731215111114831,133
IBM,2017-10-26,2017-12-06,152.7669,154.10001,0.8726432231065839,28
IBM,2018-06-27,2019-02-08,137.71890000000002,132.34,-3.9057093833889334,155
IBM,2019-02-11,2019-03-01,132.9470901,139.31,4.78604676131984,13
IBM,2019-06-04,2019-08-01,128.2644,148.89999,16.088322246858834,41
IBM,2020-03-03,2020-06-10,133.1352,132.12,-0.7625331242225863,69
INTC,2000-09-20,2001-11-19,60.6375,30.81,-49.18985776128634,290
INTC,2001-11-20,2001-11-21,30.4029,29.54,-2.8382160912281407,1
INTC,2002-05-08,2003-06-09,26.967599999999997,21.59,-19.940966196472797,273
INTC,2003-06-10,2003-06-12,21.6909,22.01,1.4711238353410927,2
INTC,2004-07-23,2004-11-10,22.8096,22.91,0.4401655443322161,77
