ticker, buy date, sell date, buy price, sell price, % change, days in trade
MMM,1999-12-01,1999-12-08,46.8703125,46.9375,0.14334766810015775,5
MMM,1999-12-15,1999-12-21,46.53,46.625,0.2041693531055211,4
MMM,1999-12-28,2000-01-03,46.4371875,48.03125,3.4327283494505423,4
MMM,2000-01-27,2000-02-01,48.1078125,47.1875,-1.913020884081984,3
MMM,2000-02-16,2000-02-23,43.745625,45.6875,4.4390153301044455,4
MMM,2000-03-16,2000-03-23,41.95125,42.375,1.0101010101010166,5
MMM,2000-05-08,2000-05-11,43.43625,43.15625,-0.6446228668450904,3
MMM,2000-05-25,2000-05-31,43.2196875,43.0625,-0.3636942076455263,3
MMM,2000-06-13,2000-06-20,40.404375,41.8125,3.485080514176997,5
MMM,2000-07-25,2000-07-28,43.8075,44.625,1.866118815271367,3
MMM,2000-09-07,2000-09-11,46.035,45.25,-1.7052242858694444,2
MMM,2000-09-22,2000-09-28,43.3125,45.09375,4.112554112554112,4
MMM,2000-10-19,2000-10-20,45.16875,44.0,-2.5875190258751957,1
MMM,2000-10-24,2000-11-02,44.983125,47.59375,5.803565225848573,7
MMM,2000-11-16,2000-12-01,48.13875,49.625,3.0874295655786588,10
MMM,2001-03-19,2001-03-21,52.47495,52.615,0.2668892490607533,2
MMM,2001-03-26,2001-04-02,50.2425,51.8,3.099965168930674,5
MMM,2001-05-30,2001-06-11,58.78125,60.075,2.200956937799048,8
MMM,2001-07-03,2001-07-09,57.429899999999996,57.0,-0.7485647720089972,3
MMM,2001-09-06,2001-09-10,51.975,50.39,-3.0495430495430464,2
MMM,2001-09-25,2001-10-02,45.045,48.43,7.514707514707508,5
MMM,2001-10-23,2001-10-30,53.45505,53.15,-0.57066638231561,5
MMM,2001-11-05,2001-11-09,54.4005,55.575,2.1589875093059874,4
MMM,2001-12-04,2001-12-11,56.6775,58.15,2.598032729037092,5
MMM,2001-12-17,2001-12-24,57.073499999999996,59.6,4.426747965342948,5
MMM,2002-01-14,2002-01-16,56.32605,54.25,-3.685772391282549,2
MMM,2002-01-18,2002-01-30,51.70275,53.95,4.346480603062708,7
MMM,2002-04-01,2002-04-04,56.99925,56.525,-0.8320284916029652,3
MMM,2002-05-24,2002-05-30,63.889649999999996,62.5,-2.1750784360221043,3
MMM,2002-06-06,2002-06-14,62.3601,62.5,0.2243421675077517,6
MMM,2002-06-28,2002-07-11,61.45425,61.1,-0.5764450790628817,8
MMM,2002-07-18,2002-07-22,58.088249999999995,54.895,-5.497239114622998,2
MMM,2002-07-25,2002-08-01,59.157450000000004,62.625,5.861560969920099,5
MMM,2002-08-08,2002-08-14,60.5583,62.0,2.3806810957375024,4
MMM,2002-09-06,2002-09-13,59.91975,61.17,2.086540748250787,5
MMM,2002-09-20,2002-09-25,58.50405,57.25,-2.143526815664898,3
MMM,2002-12-13,2002-12-16,61.01865,60.955,-0.10431237007046956,1
MMM,2002-12-17,2002-12-20,61.10775,60.595,-0.8390916045837082,3
MMM,2002-12-23,2002-12-27,61.3305,61.62,0.4720326754225068,3
MMM,2003-02-04,2003-02-06,61.5285,61.69,0.26247998894821656,2
MMM,2003-02-11,2003-02-14,61.62255,61.595,-0.044707659777143416,3
MMM,2003-03-14,2003-03-21,62.2215,65.725,5.630690356227341,5
MMM,2003-04-15,2003-04-21,65.835,65.015,-1.2455380876433386,3
MMM,2003-04-29,2003-05-06,62.766,62.405,-0.5751521524392178,5
MMM,2003-05-12,2003-05-20,60.795899999999996,62.425,2.6796214876332103,6
MMM,2003-06-27,2003-07-10,64.47375,64.5,0.040714244169137714,8
MMM,2003-07-21,2003-07-28,65.56275,70.4,7.378046222893353,5
