ticker, buy date, sell date, buy price, sell price, % change, days in trade
MMM,1999-12-29,2000-01-05,47.829375,45.5625,-4.7395037045748545,5
MMM,2000-02-22,2000-03-08,43.43625,41.4375,-4.601571268237937,11
MMM,2000-03-17,2000-04-18,43.0340625,45.0625,4.713562657487902,22
MMM,2000-05-17,2000-05-23,43.745625,42.09375,-3.776091894903766,4
MMM,2000-05-25,2000-05-30,43.2196875,42.3125,-2.099014482693795,2
MMM,2000-06-01,2000-06-07,42.6009375,41.15625,-3.391210580753068,4
MMM,2000-06-16,2000-07-21,42.7865625,43.15625,0.8640271113156128,24
MMM,2000-09-27,2000-10-18,44.5190625,45.125,1.361074258920003,15
MMM,2001-02-07,2001-02-26,54.994499999999995,55.5,0.9191828273736657,12
MMM,2001-04-10,2001-05-10,52.2225,58.675,12.355785341567337,21
MMM,2001-07-20,2001-07-24,56.75175,55.75,-1.7651438061381364,2
MMM,2001-08-01,2001-08-10,55.1925,53.875,-2.387099696516737,7
MMM,2001-08-14,2001-08-31,54.578700000000005,52.225,-4.312488205105658,13
MMM,2001-10-01,2001-11-29,48.51,57.295,18.10966810966812,42
MMM,2002-01-31,2002-03-14,54.38565,60.075,10.461123476505296,29
MMM,2002-07-05,2002-07-12,63.1125,61.2,-3.0303030303030165,5
MMM,2002-07-29,2002-08-29,60.2415,62.1,3.0850825427653605,23
MMM,2002-10-11,2002-11-12,58.211999999999996,63.28,8.706108706108706,22
MMM,2003-01-02,2003-01-28,61.0434,62.625,2.5909434926626007,17
MMM,2003-02-19,2003-03-07,62.6769,61.5,-1.8777252863495186,12
MMM,2003-03-17,2003-04-10,62.0235,65.805,6.0968826331954995,18
MMM,2003-05-16,2003-06-30,62.3007,64.375,3.329497100353618,30
MMM,2004-02-12,2004-02-27,80.586,78.25,-2.8987665351301706,10
MMM,2004-03-05,2004-03-09,78.012,77.67,-0.4383940932164321,2
MMM,2004-03-18,2004-05-06,78.4278,85.12,8.532943675584415,34
MMM,2004-08-20,2004-09-20,78.80399999999999,82.15,4.245977361555275,20
MMM,2004-10-08,2004-10-13,78.9624,79.45,0.6175090929353644,3
MMM,2004-10-28,2004-11-26,76.2597,80.0,4.904687534831642,20
MMM,2005-05-05,2005-06-28,76.5765,76.3,-0.36107683166506366,37
MMM,2005-06-29,2005-07-01,76.29929999999999,72.31,-5.228488334755344,2
MMM,2005-07-12,2005-07-27,75.3786,74.09,-1.7095037583611306,11
MMM,2005-07-29,2005-08-08,74.1213,72.88,-1.6746873031099119,6
MMM,2005-08-23,2005-08-24,71.2008,70.73,-0.6612285255221839,1
MMM,2005-08-26,2005-08-29,70.46820000000001,70.5,0.0451267380179754,1
MMM,2005-08-30,2005-09-23,70.36919999999999,72.8,3.4543521881732486,17
MMM,2005-10-19,2005-12-06,73.97279999999999,78.45,6.052494971124545,33
